author, title,et, in, qui, non, hic, is, sed, ad, ille, quod, ut, de, ego, cum, suus, ab, si, ipse, quis, quia, sibi, meus, enim, nec, quam, nos, per, ex, autem, noster, que, vel, ergo, quidem, tamen, iste, pro, iam, alius, ne, etiam, aut, sic, sicut, quo, nisi, vero, super, ita, ubi, nam, quoniam, inter, denique, magis, nunc, unde, quidam, sine, propter, quasi, tam, atque, quomodo, quoque, tamquam, ac, tantus, idem, neque, utique, adhuc, dum, quantus, secundum, uterque, aliquis, tunc, solum, sane, quando, igitur, ante, talis, post, bene, nullus, sub, omnino, usque, semper, quippe, sive, alter, minus, etsi, siquidem, inde, itaque, ideo, iuxta, quisquis, videlicet, apud, profecto, scilicet, nemo, prius, parve, plane, porro, contra, ibi, immo, nonne, at, nimirum, nihilominus, propterea, primum, verum, nempe, una, multum, longe, seipse, quicumque, item, an, donec, vere, certe, quisque, absque, interim, unquam, numquam, quantum, pote, prorsus, semetipse, pariter, amen, proinde, satis, huiusmodi, numquis, hinc, aliquando, prae, 
sc, sc_96, 70, 36, 31, 59, 16, 30, 16, 12, 13, 14, 11, 11, 8, 21, 12, 11, 12, 13, 17, 7, 14, 6, 6, 1, 7, 1, 4, 5, 4, 1, 9, 6, 8, 7, 4, 5, 5, 6, 2, 2, 3, 5, 2, 5, 4, 4, 3, 1, 4, 2, 1, 1, 1, 3, 3, 6, 1, 2, 5, 0, 4, 5, 1, 2, 2, 2, 0, 0, 0, 3, 1, 5, 6, 2, 2, 1, 1, 2, 0, 4, 1, 1, 1, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 0, 1, 1, 2, 1, 0, 0, 0, 3, 1, 2, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 2, 1, 0, 0, 0, 3, 1, 1, 5, 0, 1, 5, 2, 3, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
sc, sc_97, 62, 49, 44, 41, 17, 23, 24, 15, 13, 15, 11, 8, 5, 9, 8, 5, 10, 3, 7, 12, 10, 16, 4, 1, 4, 6, 9, 9, 2, 2, 4, 5, 4, 2, 2, 4, 3, 7, 2, 6, 1, 3, 1, 2, 4, 2, 2, 3, 3, 6, 5, 1, 2, 5, 0, 5, 0, 0, 0, 0, 1, 3, 0, 1, 0, 2, 2, 0, 1, 4, 1, 4, 2, 1, 4, 0, 3, 4, 0, 0, 2, 0, 2, 1, 0, 2, 1, 1, 3, 0, 1, 1, 2, 1, 3, 1, 0, 1, 1, 1, 2, 0, 1, 6, 0, 0, 1, 2, 3, 2, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 
sc, sc_98, 49, 36, 38, 44, 18, 16, 14, 10, 19, 15, 17, 12, 4, 12, 14, 22, 17, 12, 10, 4, 17, 5, 5, 5, 9, 1, 7, 7, 4, 2, 8, 6, 7, 4, 3, 4, 4, 6, 1, 5, 2, 1, 1, 2, 2, 4, 1, 2, 3, 6, 2, 0, 0, 2, 2, 1, 1, 0, 1, 3, 7, 2, 2, 2, 0, 1, 2, 0, 2, 1, 3, 4, 0, 1, 1, 0, 1, 1, 2, 3, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 2, 1, 2, 2, 0, 1, 1, 0, 2, 0, 0, 2, 0, 1, 0, 0, 1, 3, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 
sc, sc_99, 65, 29, 33, 38, 26, 21, 16, 22, 22, 16, 14, 15, 14, 3, 12, 11, 11, 11, 10, 4, 9, 7, 4, 5, 11, 8, 2, 4, 4, 3, 8, 6, 0, 7, 3, 8, 5, 2, 3, 2, 3, 1, 1, 2, 3, 6, 6, 2, 3, 3, 4, 0, 1, 1, 1, 2, 1, 0, 2, 2, 2, 2, 4, 3, 1, 3, 4, 2, 2, 2, 4, 2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 1, 4, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 1, 2, 2, 0, 0, 2, 0, 1, 2, 0, 4, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 2, 3, 0, 2, 4, 1, 1, 1, 0, 0, 1, 0, 0, 
sc, sc_100, 50, 54, 34, 31, 28, 18, 12, 12, 17, 18, 9, 12, 8, 8, 14, 25, 13, 19, 6, 6, 17, 4, 5, 7, 10, 9, 3, 6, 6, 7, 10, 9, 1, 6, 6, 1, 2, 6, 3, 2, 2, 2, 3, 2, 5, 3, 4, 2, 3, 2, 4, 0, 0, 1, 3, 5, 0, 1, 8, 1, 0, 3, 5, 2, 1, 0, 3, 1, 0, 2, 2, 0, 0, 2, 5, 1, 2, 0, 1, 3, 1, 1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 0, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 2, 0, 1, 2, 2, 0, 3, 0, 0, 1, 1, 0, 3, 0, 1, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 4, 1, 1, 2, 0, 0, 0, 0, 2, 1, 1, 2, 0, 0, 0, 1, 0, 
sc, sc_101, 70, 27, 47, 38, 23, 36, 17, 12, 20, 22, 9, 16, 13, 8, 13, 23, 8, 21, 15, 7, 7, 11, 9, 17, 8, 2, 4, 5, 4, 2, 7, 1, 1, 6, 2, 6, 3, 8, 3, 0, 4, 3, 5, 2, 1, 4, 7, 3, 7, 2, 8, 6, 0, 5, 2, 2, 2, 1, 0, 1, 2, 3, 4, 1, 1, 1, 1, 2, 2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 2, 2, 0, 4, 0, 2, 1, 2, 0, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 0, 1, 1, 
sc, sc_102, 68, 40, 33, 34, 27, 27, 16, 17, 14, 20, 19, 21, 8, 9, 9, 14, 11, 11, 8, 6, 9, 9, 11, 8, 3, 0, 4, 6, 3, 4, 7, 2, 2, 9, 5, 4, 1, 3, 1, 6, 4, 5, 4, 3, 9, 4, 5, 3, 6, 1, 3, 2, 0, 0, 0, 5, 4, 1, 0, 2, 2, 0, 2, 3, 2, 0, 0, 2, 3, 2, 4, 1, 2, 0, 1, 4, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 7, 3, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 1, 3, 3, 3, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 
sc, sc_103, 54, 24, 29, 49, 30, 31, 24, 10, 15, 30, 17, 19, 1, 6, 13, 7, 12, 12, 17, 2, 6, 0, 6, 13, 18, 1, 3, 7, 3, 4, 7, 5, 2, 10, 7, 1, 2, 5, 5, 6, 4, 10, 0, 0, 5, 1, 1, 2, 3, 1, 4, 0, 0, 1, 1, 0, 7, 1, 3, 4, 0, 3, 6, 2, 2, 0, 1, 1, 4, 1, 2, 2, 0, 0, 2, 3, 6, 1, 1, 0, 0, 2, 1, 0, 0, 3, 1, 1, 2, 1, 2, 3, 0, 1, 2, 4, 1, 2, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 1, 2, 0, 2, 0, 1, 0, 1, 1, 1, 0, 1, 4, 0, 0, 2, 0, 3, 0, 0, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 
sc, sc_104, 60, 27, 25, 61, 25, 15, 25, 8, 8, 36, 16, 7, 16, 14, 4, 16, 4, 17, 14, 9, 17, 4, 15, 13, 11, 1, 6, 3, 4, 0, 4, 4, 4, 13, 8, 1, 5, 3, 6, 2, 2, 3, 6, 4, 8, 3, 3, 0, 9, 6, 4, 1, 5, 1, 3, 1, 3, 10, 0, 3, 0, 2, 2, 0, 0, 2, 3, 4, 3, 5, 2, 2, 1, 0, 2, 0, 1, 0, 0, 0, 2, 1, 1, 1, 0, 2, 0, 3, 1, 0, 0, 3, 1, 0, 2, 1, 0, 3, 2, 2, 0, 0, 0, 1, 1, 1, 0, 0, 2, 1, 3, 1, 1, 1, 1, 3, 1, 4, 3, 0, 2, 1, 0, 1, 1, 3, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2, 2, 0, 1, 2, 0, 1, 1, 0, 0, 0, 1, 0, 
sc, sc_105, 67, 42, 30, 40, 19, 16, 22, 5, 19, 31, 17, 16, 21, 8, 17, 9, 7, 14, 15, 10, 16, 6, 3, 1, 7, 2, 4, 2, 5, 1, 2, 3, 2, 12, 6, 11, 3, 10, 7, 5, 3, 2, 4, 3, 2, 3, 0, 1, 7, 1, 7, 2, 1, 1, 3, 0, 2, 3, 1, 5, 1, 1, 2, 5, 1, 0, 3, 0, 2, 0, 2, 2, 2, 0, 0, 1, 4, 1, 1, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 3, 0, 0, 1, 1, 3, 0, 0, 2, 2, 0, 2, 1, 0, 0, 0, 0, 0, 3, 1, 0, 2, 0, 2, 2, 1, 0, 2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 2, 1, 0, 1, 0, 
sc, sc_106, 61, 39, 25, 36, 17, 11, 18, 11, 11, 18, 11, 16, 5, 11, 13, 7, 11, 7, 16, 6, 25, 4, 6, 2, 6, 3, 4, 3, 2, 1, 10, 5, 4, 5, 5, 6, 3, 3, 3, 2, 3, 7, 3, 7, 4, 1, 1, 2, 3, 7, 2, 2, 2, 1, 2, 0, 3, 4, 0, 2, 4, 2, 0, 1, 0, 1, 1, 6, 2, 3, 4, 0, 1, 0, 0, 2, 0, 2, 0, 1, 0, 1, 2, 2, 0, 2, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 1, 7, 0, 2, 2, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 0, 3, 3, 0, 0, 2, 1, 0, 1, 3, 1, 4, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 2, 0, 5, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 
sc, sc_107, 66, 26, 37, 51, 17, 17, 23, 6, 14, 13, 9, 11, 16, 11, 10, 12, 19, 10, 14, 8, 15, 7, 6, 11, 12, 5, 7, 8, 3, 2, 5, 5, 2, 2, 4, 2, 4, 5, 11, 5, 1, 3, 4, 3, 5, 6, 2, 2, 3, 4, 8, 2, 2, 1, 4, 3, 2, 0, 3, 2, 1, 2, 2, 2, 0, 1, 2, 2, 0, 1, 3, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 4, 0, 1, 0, 2, 1, 0, 3, 2, 3, 0, 2, 0, 0, 0, 1, 0, 1, 2, 0, 1, 6, 1, 3, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 2, 2, 2, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 3, 2, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 
sc, sc_108, 56, 30, 52, 42, 22, 11, 15, 24, 16, 14, 10, 8, 9, 12, 15, 9, 20, 10, 14, 6, 13, 7, 7, 7, 6, 1, 4, 3, 3, 4, 4, 7, 1, 4, 3, 7, 3, 5, 4, 8, 3, 2, 2, 0, 8, 5, 3, 3, 1, 0, 2, 0, 1, 3, 3, 4, 2, 1, 4, 2, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 2, 1, 3, 0, 1, 0, 1, 2, 0, 1, 0, 1, 0, 5, 1, 1, 2, 0, 2, 1, 1, 1, 0, 4, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 2, 0, 1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 0, 0, 2, 0, 2, 1, 1, 0, 2, 0, 3, 2, 0, 0, 
sc, sc_109, 65, 45, 25, 33, 23, 20, 15, 14, 8, 15, 7, 12, 4, 6, 8, 10, 12, 8, 6, 5, 17, 2, 4, 7, 8, 4, 8, 8, 6, 1, 2, 6, 5, 2, 5, 0, 3, 5, 6, 0, 3, 8, 0, 1, 11, 1, 3, 3, 4, 2, 3, 1, 0, 4, 2, 2, 1, 7, 3, 1, 2, 0, 1, 0, 0, 1, 3, 3, 1, 0, 2, 0, 1, 3, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 2, 3, 5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 0, 3, 1, 0, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 
