author, title,et, in, qui, non, hic, is, sed, ad, ille, quod, ut, de, ego, cum, suus, ab, si, ipse, quis, quia, sibi, meus, enim, nec, quam, nos, per, ex, autem, noster, que, vel, ergo, quidem, tamen, iste, pro, iam, alius, ne, etiam, aut, sic, sicut, quo, nisi, vero, super, ita, ubi, nam, quoniam, inter, denique, magis, nunc, unde, quidam, sine, propter, quasi, tam, atque, quomodo, quoque, tamquam, ac, tantus, idem, neque, utique, adhuc, dum, quantus, secundum, uterque, aliquis, tunc, solum, sane, quando, igitur, ante, talis, post, bene, nullus, sub, omnino, usque, semper, quippe, sive, alter, minus, etsi, siquidem, inde, itaque, ideo, iuxta, quisquis, videlicet, apud, profecto, scilicet, nemo, prius, parve, plane, porro, contra, ibi, immo, nonne, at, nimirum, nihilominus, propterea, primum, verum, nempe, una, multum, longe, seipse, quicumque, item, an, donec, vere, certe, quisque, absque, interim, unquam, numquam, quantum, pote, prorsus, semetipse, pariter, amen, proinde, satis, huiusmodi, numquis, hinc, aliquando, prae, 
sc, sc_67, 69, 46, 34, 23, 24, 29, 9, 15, 22, 12, 17, 10, 13, 8, 14, 10, 14, 12, 5, 3, 7, 6, 4, 5, 2, 5, 3, 10, 4, 4, 7, 11, 4, 3, 3, 2, 5, 2, 3, 2, 3, 1, 2, 1, 1, 1, 0, 5, 2, 2, 4, 2, 0, 1, 4, 2, 3, 2, 1, 3, 1, 1, 2, 3, 3, 6, 2, 2, 4, 2, 1, 1, 4, 2, 2, 1, 2, 0, 1, 2, 0, 3, 2, 1, 0, 3, 0, 0, 2, 1, 1, 1, 6, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 2, 0, 2, 0, 1, 0, 2, 0, 1, 1, 0, 0, 3, 3, 0, 0, 1, 0, 0, 1, 2, 0, 2, 0, 0, 1, 3, 1, 1, 0, 0, 0, 
sc, sc_68, 62, 73, 40, 29, 15, 27, 24, 24, 18, 16, 16, 19, 3, 17, 14, 12, 4, 8, 1, 4, 12, 1, 7, 8, 1, 2, 5, 5, 1, 1, 7, 2, 7, 3, 4, 5, 3, 4, 2, 1, 6, 3, 1, 4, 2, 1, 1, 10, 4, 4, 2, 2, 3, 5, 1, 2, 0, 1, 0, 2, 0, 1, 4, 1, 0, 7, 3, 1, 4, 0, 5, 1, 0, 0, 0, 0, 1, 1, 5, 3, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6, 0, 1, 1, 1, 1, 2, 1, 0, 2, 0, 1, 0, 1, 2, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 1, 
sc, sc_69, 64, 62, 32, 24, 20, 17, 12, 17, 16, 9, 7, 19, 20, 11, 13, 11, 8, 9, 12, 6, 4, 5, 5, 7, 10, 4, 2, 4, 7, 3, 7, 7, 6, 3, 2, 7, 3, 6, 3, 8, 1, 3, 2, 4, 1, 1, 1, 0, 3, 3, 5, 1, 1, 1, 2, 0, 0, 2, 3, 2, 2, 3, 2, 2, 2, 4, 1, 2, 1, 1, 0, 0, 0, 2, 2, 0, 2, 2, 0, 3, 0, 0, 0, 1, 0, 1, 2, 1, 3, 0, 4, 0, 4, 0, 0, 1, 2, 1, 0, 1, 3, 0, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 2, 0, 2, 2, 2, 0, 0, 
sc, sc_70, 87, 31, 32, 22, 25, 13, 11, 16, 13, 12, 12, 18, 12, 6, 3, 8, 7, 11, 6, 11, 5, 10, 6, 3, 0, 4, 15, 7, 7, 9, 9, 5, 3, 9, 6, 2, 8, 0, 1, 4, 2, 0, 4, 1, 4, 2, 1, 2, 2, 4, 0, 3, 1, 5, 0, 3, 1, 0, 1, 0, 1, 1, 0, 0, 5, 0, 0, 3, 2, 1, 2, 1, 0, 0, 3, 0, 2, 1, 0, 3, 1, 1, 1, 2, 5, 1, 2, 2, 1, 5, 0, 3, 1, 0, 0, 3, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 1, 1, 2, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 
sc, sc_71, 74, 47, 32, 37, 22, 27, 18, 10, 14, 10, 11, 11, 15, 13, 5, 12, 11, 12, 6, 9, 10, 9, 5, 6, 10, 3, 6, 4, 4, 5, 7, 1, 5, 3, 3, 2, 6, 5, 4, 3, 3, 4, 3, 2, 2, 2, 4, 1, 3, 1, 2, 5, 1, 6, 3, 1, 2, 3, 2, 1, 1, 1, 3, 1, 1, 0, 3, 4, 3, 2, 5, 0, 3, 1, 0, 1, 1, 0, 2, 4, 1, 0, 1, 1, 13, 2, 0, 0, 2, 0, 5, 2, 0, 3, 2, 1, 3, 0, 1, 1, 2, 0, 3, 0, 0, 2, 1, 0, 3, 0, 1, 0, 0, 0, 1, 1, 0, 3, 1, 0, 2, 0, 1, 1, 8, 0, 0, 1, 0, 1, 2, 3, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 
sc, sc_72, 86, 35, 28, 18, 20, 25, 15, 23, 16, 11, 13, 17, 15, 7, 8, 9, 15, 11, 11, 9, 10, 6, 4, 5, 3, 12, 5, 4, 4, 3, 3, 9, 3, 2, 1, 4, 3, 5, 3, 2, 4, 0, 5, 1, 4, 2, 4, 2, 3, 1, 3, 3, 2, 3, 2, 1, 1, 3, 0, 2, 5, 1, 3, 2, 1, 2, 4, 3, 1, 0, 1, 3, 1, 1, 2, 1, 1, 2, 1, 2, 4, 1, 3, 2, 1, 1, 1, 1, 1, 0, 4, 1, 2, 2, 0, 0, 2, 2, 1, 0, 3, 2, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 2, 0, 4, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 
sc, sc_73, 74, 35, 26, 31, 21, 24, 13, 18, 5, 11, 16, 7, 9, 9, 10, 6, 5, 12, 13, 7, 12, 4, 3, 11, 4, 6, 4, 4, 3, 3, 2, 7, 3, 4, 4, 1, 4, 5, 4, 5, 4, 3, 3, 5, 3, 3, 0, 2, 3, 3, 1, 2, 1, 3, 1, 6, 1, 4, 1, 1, 3, 3, 2, 2, 4, 6, 4, 1, 1, 0, 2, 3, 0, 1, 0, 1, 3, 3, 2, 1, 7, 2, 5, 0, 0, 1, 1, 3, 0, 1, 1, 3, 1, 0, 1, 1, 1, 0, 4, 2, 4, 1, 0, 1, 1, 0, 4, 2, 2, 0, 2, 1, 1, 0, 2, 0, 0, 1, 0, 1, 1, 2, 0, 1, 1, 0, 0, 2, 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 
sc, sc_74, 71, 36, 34, 42, 16, 21, 14, 7, 18, 13, 9, 17, 6, 13, 8, 3, 17, 7, 5, 6, 5, 4, 4, 7, 10, 4, 1, 8, 2, 13, 2, 7, 8, 6, 1, 4, 3, 7, 3, 6, 6, 3, 2, 4, 0, 5, 0, 6, 4, 0, 9, 1, 1, 4, 4, 2, 1, 3, 0, 0, 1, 7, 1, 2, 1, 4, 3, 1, 0, 1, 2, 0, 1, 1, 0, 0, 0, 2, 1, 1, 3, 1, 1, 1, 1, 0, 1, 0, 0, 0, 8, 2, 0, 0, 2, 1, 0, 0, 1, 1, 3, 1, 2, 0, 2, 0, 1, 1, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 4, 0, 0, 2, 0, 0, 1, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 
sc, sc_75, 63, 41, 21, 29, 12, 15, 18, 9, 16, 13, 11, 3, 7, 6, 7, 10, 9, 14, 6, 7, 8, 9, 3, 8, 3, 7, 7, 12, 7, 15, 4, 2, 4, 3, 3, 5, 7, 5, 5, 1, 2, 2, 1, 1, 2, 1, 0, 1, 6, 6, 3, 2, 0, 3, 5, 2, 2, 1, 0, 3, 2, 2, 1, 0, 1, 2, 2, 2, 2, 4, 1, 3, 3, 0, 2, 1, 0, 10, 3, 3, 1, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 2, 1, 3, 0, 5, 0, 1, 1, 0, 0, 0, 5, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 3, 0, 2, 1, 2, 0, 2, 4, 0, 2, 2, 2, 1, 0, 1, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 
sc, sc_76, 47, 43, 27, 50, 19, 16, 18, 12, 16, 12, 15, 12, 10, 18, 26, 5, 9, 7, 8, 8, 5, 3, 6, 11, 7, 0, 2, 12, 2, 3, 5, 1, 4, 3, 4, 2, 3, 5, 1, 0, 1, 1, 4, 2, 3, 1, 4, 2, 6, 1, 3, 1, 3, 2, 3, 3, 2, 4, 2, 0, 3, 3, 1, 5, 1, 1, 2, 1, 1, 1, 1, 2, 0, 1, 1, 0, 2, 9, 1, 3, 0, 0, 0, 2, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 2, 2, 4, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 1, 2, 2, 0, 0, 0, 1, 1, 0, 3, 1, 0, 0, 1, 1, 3, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 1, 2, 0, 
sc, sc_77, 70, 58, 23, 21, 21, 11, 11, 12, 14, 21, 11, 9, 24, 9, 12, 6, 8, 6, 16, 2, 11, 14, 10, 10, 7, 6, 8, 5, 3, 4, 14, 2, 3, 6, 4, 4, 2, 5, 1, 8, 2, 3, 2, 0, 1, 7, 3, 2, 2, 4, 4, 5, 3, 0, 2, 1, 1, 0, 1, 1, 2, 3, 2, 0, 3, 1, 0, 2, 1, 0, 2, 2, 0, 3, 2, 1, 4, 0, 1, 2, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 3, 3, 0, 1, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 2, 0, 0, 0, 
sc, sc_78, 64, 59, 30, 27, 22, 18, 16, 15, 22, 16, 5, 12, 5, 9, 18, 7, 11, 9, 9, 2, 18, 5, 4, 7, 7, 5, 1, 9, 4, 7, 4, 5, 8, 5, 1, 3, 1, 1, 2, 3, 6, 2, 1, 0, 3, 0, 2, 1, 3, 1, 1, 2, 1, 4, 4, 9, 3, 3, 1, 3, 5, 0, 3, 2, 0, 2, 0, 1, 0, 2, 4, 1, 3, 0, 1, 4, 0, 1, 2, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 2, 1, 0, 0, 3, 1, 0, 0, 1, 1, 5, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 
sc, sc_79, 65, 56, 40, 47, 18, 13, 11, 8, 11, 13, 13, 9, 10, 11, 10, 21, 7, 12, 8, 6, 12, 7, 6, 4, 13, 2, 12, 2, 3, 2, 3, 4, 7, 6, 2, 8, 1, 3, 1, 4, 0, 5, 0, 2, 3, 4, 0, 1, 3, 6, 4, 1, 0, 2, 3, 0, 2, 2, 1, 3, 3, 6, 0, 2, 1, 2, 3, 4, 2, 4, 2, 3, 2, 1, 1, 0, 0, 2, 1, 3, 2, 0, 4, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 2, 1, 0, 0, 1, 0, 2, 1, 0, 0, 2, 0, 0, 3, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 2, 1, 0, 0, 1, 2, 1, 1, 2, 3, 1, 1, 0, 1, 1, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
sc, sc_80, 66, 34, 32, 26, 21, 21, 10, 15, 14, 12, 9, 14, 9, 4, 9, 10, 9, 11, 13, 5, 10, 2, 3, 2, 7, 10, 3, 6, 2, 10, 5, 7, 2, 5, 1, 7, 2, 4, 4, 3, 2, 1, 3, 2, 3, 3, 2, 5, 3, 4, 3, 0, 0, 4, 2, 1, 0, 2, 1, 0, 3, 1, 3, 3, 2, 3, 2, 1, 0, 0, 2, 2, 1, 2, 1, 0, 1, 0, 0, 3, 1, 0, 0, 2, 1, 3, 0, 0, 1, 0, 0, 2, 4, 1, 2, 1, 1, 0, 2, 1, 2, 0, 1, 1, 1, 0, 2, 0, 1, 1, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 4, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 
sc, sc_81, 54, 27, 34, 27, 28, 16, 19, 11, 16, 14, 13, 8, 6, 12, 12, 9, 10, 7, 10, 5, 18, 0, 5, 8, 6, 12, 4, 7, 2, 3, 9, 4, 7, 5, 3, 4, 3, 6, 3, 6, 1, 5, 3, 1, 1, 4, 3, 3, 6, 1, 6, 1, 1, 6, 3, 1, 1, 6, 1, 1, 2, 10, 1, 2, 1, 1, 1, 1, 2, 1, 3, 0, 1, 3, 1, 0, 0, 1, 1, 2, 0, 0, 0, 3, 1, 1, 0, 2, 1, 0, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 0, 1, 0, 0, 2, 0, 1, 3, 0, 0, 0, 0, 0, 2, 1, 0, 1, 3, 1, 3, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 
sc, sc_82, 54, 26, 26, 53, 21, 16, 14, 17, 21, 19, 12, 12, 8, 8, 11, 7, 13, 3, 12, 5, 8, 2, 7, 7, 7, 4, 4, 2, 4, 1, 4, 6, 3, 5, 1, 13, 2, 6, 0, 10, 0, 4, 0, 1, 2, 3, 1, 1, 4, 2, 7, 2, 4, 2, 1, 2, 3, 2, 2, 1, 1, 6, 1, 3, 1, 1, 3, 2, 0, 3, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2, 2, 1, 0, 1, 0, 4, 1, 1, 3, 0, 1, 4, 0, 1, 3, 0, 0, 0, 1, 3, 4, 0, 1, 1, 0, 3, 3, 1, 4, 1, 0, 0, 1, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 3, 0, 0, 0, 
sc, sc_83, 57, 28, 22, 36, 24, 13, 15, 19, 16, 23, 12, 13, 5, 10, 7, 13, 13, 5, 17, 11, 8, 2, 4, 3, 4, 2, 3, 11, 8, 1, 1, 2, 5, 3, 5, 8, 5, 2, 1, 9, 3, 6, 0, 1, 4, 9, 0, 1, 5, 1, 7, 2, 3, 3, 3, 3, 0, 3, 0, 0, 2, 3, 0, 6, 3, 2, 0, 3, 0, 6, 1, 0, 1, 2, 1, 1, 0, 0, 1, 3, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 2, 3, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 3, 0, 0, 2, 1, 2, 0, 0, 1, 2, 0, 0, 2, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 3, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 
sc, sc_84, 70, 32, 42, 36, 20, 23, 18, 15, 12, 14, 15, 10, 9, 9, 16, 8, 10, 8, 4, 7, 12, 1, 6, 9, 7, 1, 7, 4, 2, 2, 4, 4, 4, 4, 5, 6, 8, 3, 5, 2, 4, 2, 0, 3, 1, 1, 5, 4, 4, 0, 2, 0, 0, 2, 5, 0, 0, 2, 5, 4, 0, 1, 2, 1, 4, 2, 1, 1, 3, 4, 1, 1, 0, 3, 0, 2, 2, 0, 3, 0, 0, 0, 0, 1, 2, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2, 1, 1, 1, 2, 3, 0, 0, 3, 1, 0, 0, 1, 0, 1, 1, 2, 1, 0, 0, 3, 0, 0, 3, 1, 0, 0, 1, 0, 1, 1, 3, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 3, 1, 0, 0, 
sc, sc_85, 78, 31, 22, 39, 9, 14, 19, 19, 23, 15, 9, 17, 23, 18, 15, 10, 9, 11, 16, 3, 11, 14, 5, 7, 5, 3, 3, 13, 0, 2, 4, 5, 6, 4, 3, 3, 5, 4, 3, 3, 3, 5, 8, 0, 7, 5, 1, 1, 5, 1, 9, 4, 1, 3, 1, 2, 1, 1, 0, 0, 2, 5, 0, 1, 2, 0, 1, 0, 2, 3, 0, 1, 1, 3, 1, 0, 1, 0, 0, 2, 4, 0, 0, 1, 1, 4, 0, 0, 2, 1, 0, 1, 0, 1, 1, 0, 0, 3, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 3, 1, 0, 0, 1, 3, 0, 2, 0, 1, 0, 2, 1, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
sc, sc_86, 79, 33, 26, 42, 18, 20, 17, 10, 34, 20, 13, 19, 42, 6, 5, 5, 9, 14, 17, 6, 13, 20, 7, 10, 3, 9, 0, 7, 2, 6, 2, 0, 5, 5, 7, 8, 2, 6, 2, 1, 1, 2, 2, 2, 5, 5, 2, 4, 4, 3, 4, 1, 3, 5, 3, 2, 0, 1, 0, 3, 7, 1, 0, 2, 0, 1, 1, 1, 6, 1, 0, 0, 0, 2, 1, 4, 3, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 2, 1, 2, 2, 1, 2, 1, 1, 0, 2, 0, 3, 1, 1, 0, 2, 0, 3, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 2, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 0, 2, 0, 0, 0, 
sc, sc_87, 51, 32, 40, 48, 20, 12, 23, 24, 23, 16, 13, 15, 27, 8, 16, 6, 14, 6, 13, 3, 14, 8, 7, 18, 3, 6, 4, 5, 2, 3, 2, 1, 3, 4, 3, 3, 6, 5, 6, 5, 4, 1, 4, 2, 3, 4, 2, 2, 5, 0, 1, 2, 0, 3, 2, 1, 4, 2, 2, 6, 6, 2, 3, 0, 2, 0, 1, 3, 0, 6, 0, 2, 0, 0, 1, 0, 3, 0, 0, 2, 0, 1, 0, 4, 3, 2, 1, 0, 1, 0, 2, 0, 5, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 3, 1, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 7, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 3, 0, 1, 1, 0, 1, 1, 0, 1, 1, 2, 2, 1, 0, 0, 0, 0, 
sc, sc_88, 74, 44, 39, 38, 16, 15, 17, 12, 16, 15, 9, 13, 23, 16, 9, 5, 14, 11, 15, 5, 22, 3, 5, 5, 6, 1, 1, 6, 5, 0, 6, 4, 5, 5, 2, 4, 3, 6, 1, 2, 7, 7, 0, 2, 4, 4, 2, 3, 4, 0, 6, 1, 9, 5, 4, 2, 0, 4, 1, 3, 4, 2, 2, 4, 1, 1, 1, 2, 1, 0, 2, 0, 0, 4, 2, 1, 3, 1, 1, 0, 0, 1, 2, 3, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 2, 1, 0, 2, 1, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 5, 1, 1, 1, 1, 1, 0, 2, 4, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 2, 0, 2, 0, 0, 0, 
sc, sc_89, 83, 40, 36, 39, 20, 15, 20, 11, 17, 18, 3, 13, 9, 5, 6, 9, 9, 14, 12, 8, 7, 5, 8, 13, 4, 4, 5, 8, 5, 2, 1, 4, 6, 10, 0, 0, 3, 2, 8, 3, 3, 3, 2, 2, 4, 4, 2, 7, 3, 1, 5, 1, 11, 5, 1, 4, 4, 4, 2, 3, 2, 4, 1, 1, 2, 0, 2, 1, 0, 3, 0, 2, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 4, 2, 0, 3, 0, 1, 2, 5, 0, 0, 0, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 3, 0, 2, 0, 1, 1, 2, 3, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 2, 2, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
sc, sc_90, 86, 48, 29, 34, 15, 17, 20, 7, 26, 17, 9, 13, 23, 18, 5, 11, 19, 18, 3, 10, 12, 4, 3, 10, 2, 5, 4, 6, 6, 5, 5, 3, 8, 8, 9, 0, 0, 2, 2, 2, 5, 2, 3, 3, 4, 4, 3, 3, 6, 2, 5, 2, 13, 2, 3, 4, 0, 4, 1, 1, 3, 0, 2, 2, 0, 1, 2, 2, 0, 1, 1, 0, 1, 0, 1, 3, 0, 1, 0, 2, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 3, 1, 2, 0, 1, 2, 1, 0, 2, 2, 0, 1, 0, 3, 2, 0, 1, 0, 2, 2, 2, 0, 0, 0, 2, 1, 0, 3, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 3, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 2, 0, 1, 1, 
sc, sc_91, 77, 57, 24, 49, 18, 15, 20, 14, 29, 19, 17, 12, 5, 12, 12, 9, 15, 13, 10, 11, 21, 7, 4, 13, 4, 4, 9, 4, 7, 0, 2, 4, 3, 9, 7, 1, 3, 3, 1, 3, 4, 1, 0, 2, 5, 1, 3, 0, 7, 2, 1, 2, 13, 2, 1, 0, 0, 5, 0, 0, 2, 2, 1, 1, 2, 2, 5, 0, 1, 1, 1, 0, 0, 0, 0, 2, 3, 1, 2, 2, 1, 0, 4, 3, 0, 1, 1, 0, 2, 1, 1, 1, 4, 0, 3, 4, 0, 2, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2, 1, 2, 1, 0, 1, 1, 0, 0, 2, 1, 0, 0, 2, 6, 0, 1, 1, 0, 1, 0, 1, 1, 1, 2, 0, 1, 0, 4, 0, 1, 1, 0, 1, 0, 0, 3, 0, 1, 0, 1, 0, 
sc, sc_92, 69, 17, 28, 41, 31, 19, 22, 9, 22, 13, 6, 11, 10, 16, 4, 7, 8, 5, 12, 6, 5, 4, 9, 14, 5, 1, 3, 4, 4, 7, 8, 11, 7, 10, 4, 3, 2, 10, 2, 3, 1, 3, 1, 4, 4, 5, 1, 2, 5, 7, 5, 1, 13, 5, 4, 3, 0, 5, 0, 2, 3, 0, 1, 2, 2, 2, 1, 3, 0, 2, 3, 0, 1, 0, 1, 0, 0, 8, 0, 2, 0, 0, 2, 1, 4, 0, 3, 1, 2, 1, 1, 1, 2, 1, 1, 0, 1, 1, 4, 1, 1, 0, 0, 3, 0, 1, 0, 0, 2, 2, 1, 0, 3, 2, 1, 1, 0, 0, 0, 0, 1, 3, 4, 0, 2, 0, 0, 2, 0, 11, 0, 2, 1, 1, 1, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 0, 0, 0, 
sc, sc_93, 73, 51, 28, 20, 22, 21, 7, 6, 18, 20, 12, 12, 7, 9, 10, 4, 8, 10, 7, 5, 8, 5, 7, 4, 4, 10, 5, 8, 6, 6, 11, 4, 1, 4, 2, 2, 7, 5, 2, 5, 4, 1, 2, 2, 3, 2, 3, 2, 3, 1, 7, 1, 3, 5, 5, 2, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 4, 4, 2, 0, 3, 2, 4, 2, 1, 1, 0, 1, 2, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 3, 1, 1, 0, 2, 0, 0, 0, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 2, 1, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 
sc, sc_94, 69, 53, 21, 27, 25, 28, 14, 8, 14, 14, 13, 9, 8, 12, 9, 9, 12, 6, 13, 8, 6, 3, 7, 4, 4, 3, 4, 7, 4, 2, 11, 3, 2, 8, 2, 1, 6, 3, 3, 3, 5, 0, 5, 1, 3, 0, 3, 2, 5, 4, 5, 0, 0, 4, 2, 3, 0, 1, 0, 3, 2, 1, 3, 0, 3, 1, 3, 3, 2, 3, 1, 1, 0, 2, 4, 1, 0, 2, 0, 3, 1, 0, 1, 0, 0, 1, 0, 2, 2, 1, 0, 1, 0, 1, 1, 1, 0, 1, 4, 1, 1, 2, 0, 0, 1, 1, 1, 1, 2, 1, 0, 2, 1, 1, 1, 0, 0, 5, 0, 0, 2, 3, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 3, 0, 2, 0, 2, 2, 0, 2, 1, 0, 0, 1, 1, 0, 1, 0, 1, 
sc, sc_95, 83, 23, 32, 44, 16, 26, 16, 8, 9, 5, 9, 1, 32, 14, 8, 2, 10, 7, 6, 12, 6, 27, 4, 8, 4, 3, 5, 8, 4, 3, 12, 5, 2, 8, 5, 6, 2, 0, 3, 3, 2, 2, 0, 4, 6, 1, 4, 4, 4, 1, 4, 4, 0, 5, 5, 4, 4, 2, 0, 0, 3, 3, 1, 3, 2, 2, 2, 2, 0, 6, 2, 1, 3, 0, 1, 4, 2, 2, 1, 3, 0, 5, 1, 2, 1, 1, 3, 0, 2, 0, 1, 2, 1, 3, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 2, 0, 1, 0, 0, 4, 1, 1, 1, 2, 1, 1, 1, 1, 2, 0, 1, 0, 1, 4, 0, 1, 0, 0, 1, 0, 2, 1, 1, 2, 0, 2, 0, 1, 0, 
