author, title, et, in, qui, non, is, hic, quod, ego, sed, de, ut, ad, ille, si, ab, cum, quis, suus, ipse, quam, meus, quia, nec, nos, noster, que, sibi, pro, enim, vel, ex, autem, ne, per, aut, tamen, iam, quo, quidem, sic, iste, alius, nisi, super, etiam, tam, ergo, ubi, sicut, nunc, sine, nam, ita, magis, vero, apud, bene, tantus, inter, immo, propter, quippe, quoque, idem, ac, solum, denique, quoniam, talis, adhuc, quantus, atque, quomodo, etsi, unde, tamquam, ante, utique, contra, nullus, igitur, certe, aliquis, dum, semper, videlicet, quidam, siquidem, quisquis, sub, satis, quantum, usque, numquid, neque, an, minus, post, quasi, unquam, iuxta, verum, itaque, pote, secundum, multum, quando, alter, ibi, tunc, sane, uterque, nemo, omnino, profecto, sive, nonne, prius, porro, ample, alioqui, vere, utinam, libenter, interim, donec, numquam, cito, nimirum, cur, plane, absque, quatenus, ceterum, proinde, longe, pariter, at, facile, inde, simul, ubique, ideo, tandem, iterum, coram, rursus, huiusmodi, parve, quisque, 
3, ex_1, 100, 73, 52, 52, 47, 34, 52, 16, 24, 38, 18, 21, 17, 34, 17, 20, 19, 19, 20, 16, 7, 10, 6, 13, 12, 15, 10, 9, 9, 8, 7, 5, 8, 4, 17, 10, 8, 10, 6, 3, 4, 5, 8, 1, 3, 7, 6, 2, 3, 2, 5, 3, 0, 7, 8, 2, 4, 4, 0, 4, 5, 4, 6, 1, 5, 2, 5, 1, 2, 2, 5, 3, 1, 3, 4, 0, 0, 1, 5, 4, 2, 3, 1, 4, 3, 3, 7, 3, 4, 0, 2, 1, 0, 1, 3, 3, 5, 4, 3, 2, 4, 4, 3, 1, 0, 1, 4, 2, 0, 0, 3, 0, 1, 2, 0, 5, 0, 3, 1, 0, 2, 1, 0, 1, 2, 0, 0, 1, 2, 3, 0, 1, 2, 2, 1, 0, 1, 1, 0, 2, 5, 1, 0, 0, 0, 0, 1, 1, 2, 1, 
3, ex_2, 117, 57, 59, 62, 30, 34, 47, 12, 36, 39, 24, 15, 19, 32, 23, 26, 34, 17, 19, 18, 3, 8, 13, 22, 23, 16, 19, 18, 12, 9, 13, 7, 5, 7, 13, 7, 8, 4, 5, 8, 3, 9, 5, 9, 7, 8, 2, 7, 7, 4, 4, 4, 6, 3, 4, 6, 8, 4, 2, 3, 1, 2, 3, 7, 5, 3, 1, 1, 2, 5, 2, 0, 2, 0, 0, 4, 4, 3, 5, 0, 4, 2, 1, 3, 4, 4, 1, 3, 1, 4, 3, 2, 1, 0, 2, 1, 2, 1, 1, 3, 1, 0, 1, 1, 0, 2, 3, 1, 1, 3, 2, 2, 1, 0, 2, 0, 0, 2, 1, 1, 3, 2, 1, 1, 1, 2, 0, 2, 1, 0, 1, 3, 2, 4, 0, 1, 1, 0, 2, 0, 2, 1, 1, 2, 0, 2, 0, 0, 0, 3, 
3, ex_3, 127, 62, 72, 63, 46, 31, 33, 36, 25, 40, 32, 33, 14, 26, 21, 22, 21, 29, 19, 14, 11, 9, 19, 16, 11, 15, 13, 12, 7, 10, 4, 11, 7, 3, 10, 5, 5, 5, 6, 6, 2, 9, 1, 4, 5, 5, 4, 2, 1, 5, 5, 4, 3, 4, 5, 2, 1, 2, 6, 0, 2, 2, 1, 0, 4, 2, 1, 0, 6, 1, 3, 2, 0, 6, 2, 2, 1, 3, 1, 0, 2, 4, 2, 0, 1, 1, 1, 4, 1, 1, 2, 6, 2, 1, 3, 1, 1, 2, 1, 1, 4, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 3, 3, 1, 3, 1, 1, 3, 2, 1, 3, 2, 1, 1, 1, 1, 3, 2, 0, 1, 0, 0, 1, 2, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
4, ex_1, 162, 88, 60, 48, 69, 17, 28, 17, 28, 42, 32, 24, 17, 16, 31, 29, 10, 42, 7, 18, 9, 8, 1, 6, 15, 9, 7, 15, 7, 7, 4, 9, 3, 8, 2, 5, 9, 6, 5, 5, 9, 3, 6, 2, 1, 2, 2, 0, 9, 9, 3, 3, 1, 3, 6, 4, 3, 3, 2, 5, 2, 1, 0, 2, 3, 0, 3, 3, 3, 2, 3, 4, 7, 0, 3, 6, 2, 0, 4, 3, 4, 1, 4, 0, 2, 0, 0, 2, 0, 2, 1, 1, 2, 2, 2, 0, 1, 1, 1, 0, 1, 1, 0, 2, 4, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 4, 1, 3, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
4, ex_2, 141, 82, 61, 61, 57, 21, 31, 17, 36, 32, 27, 42, 22, 26, 19, 29, 13, 27, 12, 8, 14, 12, 18, 7, 10, 1, 8, 14, 15, 8, 9, 7, 9, 5, 3, 5, 7, 8, 0, 1, 17, 2, 9, 2, 4, 1, 3, 5, 5, 1, 4, 1, 4, 1, 3, 7, 3, 2, 4, 2, 1, 0, 0, 0, 2, 2, 2, 8, 2, 2, 0, 0, 0, 2, 0, 3, 0, 1, 2, 2, 6, 0, 0, 0, 1, 0, 0, 2, 0, 3, 2, 1, 2, 0, 3, 0, 1, 0, 2, 1, 2, 3, 2, 1, 2, 1, 3, 0, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 2, 0, 3, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 
4, ex_3, 150, 108, 66, 43, 49, 17, 26, 11, 24, 25, 34, 26, 32, 23, 14, 17, 17, 15, 13, 16, 2, 13, 13, 33, 29, 3, 11, 11, 17, 1, 6, 4, 10, 9, 5, 6, 12, 15, 6, 7, 4, 1, 6, 4, 2, 5, 9, 6, 5, 2, 2, 3, 5, 7, 1, 8, 7, 3, 1, 7, 3, 5, 6, 1, 1, 1, 2, 10, 1, 4, 2, 1, 0, 4, 2, 9, 1, 0, 0, 0, 1, 5, 4, 1, 2, 0, 1, 2, 1, 2, 2, 2, 0, 0, 2, 1, 4, 2, 4, 4, 0, 0, 2, 1, 4, 0, 0, 0, 1, 1, 2, 0, 2, 2, 1, 1, 2, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 2, 0, 3, 3, 3, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 
4, ex_4, 135, 81, 61, 66, 45, 19, 26, 14, 32, 38, 32, 20, 30, 22, 14, 27, 14, 19, 14, 18, 8, 8, 10, 18, 16, 19, 8, 7, 7, 10, 7, 7, 7, 3, 9, 10, 5, 9, 8, 3, 2, 4, 4, 4, 4, 2, 6, 3, 6, 0, 7, 6, 2, 2, 1, 2, 2, 4, 4, 8, 1, 1, 1, 1, 5, 3, 5, 4, 2, 3, 7, 0, 2, 1, 4, 2, 0, 2, 0, 1, 4, 2, 8, 0, 0, 0, 7, 1, 2, 5, 6, 4, 0, 2, 1, 1, 1, 1, 4, 2, 2, 4, 2, 4, 0, 2, 0, 2, 1, 0, 1, 2, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 4, 3, 0, 0, 3, 0, 0, 5, 1, 2, 2, 2, 1, 0, 0, 0, 0, 1, 1, 2, 4, 0, 1, 4, 0, 0, 2, 0, 
5, ex_1, 135, 75, 64, 39, 47, 29, 24, 24, 31, 23, 36, 22, 22, 33, 29, 15, 17, 22, 16, 17, 18, 11, 14, 9, 14, 7, 13, 18, 16, 5, 5, 11, 10, 10, 13, 7, 4, 6, 8, 4, 2, 2, 4, 7, 5, 9, 7, 10, 7, 9, 6, 2, 2, 8, 3, 5, 5, 4, 1, 4, 7, 2, 2, 6, 2, 1, 1, 2, 2, 1, 5, 0, 1, 0, 5, 2, 2, 6, 2, 3, 0, 3, 2, 1, 1, 0, 4, 1, 0, 1, 0, 0, 1, 7, 4, 0, 1, 1, 1, 3, 1, 2, 0, 2, 2, 1, 2, 0, 1, 3, 2, 0, 1, 6, 1, 0, 2, 0, 0, 2, 1, 1, 1, 2, 3, 0, 0, 0, 0, 0, 2, 1, 0, 1, 2, 0, 1, 2, 0, 0, 2, 2, 0, 0, 1, 0, 0, 0, 2, 0, 
5, ex_2, 163, 76, 66, 48, 41, 33, 25, 12, 27, 24, 39, 30, 23, 23, 25, 15, 19, 16, 12, 6, 10, 19, 8, 33, 23, 4, 8, 5, 18, 4, 6, 10, 16, 7, 5, 4, 6, 9, 5, 8, 8, 2, 3, 3, 9, 9, 5, 4, 8, 6, 2, 6, 0, 9, 0, 3, 3, 1, 2, 4, 3, 0, 6, 4, 2, 2, 0, 3, 6, 0, 1, 2, 5, 0, 3, 3, 0, 2, 7, 2, 5, 1, 1, 0, 4, 0, 2, 3, 0, 0, 0, 0, 0, 1, 1, 0, 3, 4, 2, 3, 2, 0, 3, 1, 3, 0, 4, 0, 1, 0, 0, 0, 1, 4, 2, 0, 0, 2, 0, 5, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
5, ex_3, 145, 77, 62, 61, 49, 27, 34, 48, 29, 33, 35, 17, 24, 18, 23, 15, 23, 8, 25, 21, 23, 21, 18, 19, 22, 7, 5, 17, 21, 7, 10, 13, 5, 10, 4, 6, 4, 4, 1, 2, 8, 5, 5, 2, 3, 6, 5, 3, 4, 3, 5, 6, 1, 4, 5, 3, 5, 2, 1, 7, 0, 2, 1, 3, 1, 4, 0, 4, 0, 0, 1, 1, 1, 1, 1, 5, 1, 1, 3, 1, 2, 0, 2, 2, 3, 1, 1, 1, 8, 3, 0, 3, 1, 2, 5, 3, 1, 2, 1, 4, 3, 4, 1, 2, 1, 1, 3, 3, 1, 1, 2, 0, 0, 3, 0, 0, 1, 3, 1, 0, 0, 1, 2, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 
5, ex_4, 165, 68, 54, 36, 41, 44, 30, 14, 23, 41, 42, 27, 19, 14, 13, 14, 17, 25, 15, 9, 1, 7, 15, 19, 32, 12, 9, 10, 11, 12, 8, 6, 6, 6, 12, 6, 5, 6, 4, 5, 7, 9, 6, 11, 6, 6, 5, 9, 5, 4, 2, 3, 1, 3, 1, 8, 2, 5, 1, 2, 4, 1, 7, 6, 0, 0, 1, 2, 1, 0, 1, 1, 2, 1, 3, 2, 2, 2, 1, 2, 0, 1, 1, 1, 2, 2, 3, 1, 2, 1, 0, 2, 4, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 3, 1, 3, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 6, 0, 2, 1, 0, 1, 0, 0, 2, 1, 1, 0, 0, 3, 1, 0, 0, 2, 
n, ep_1, 162, 71, 57, 55, 14, 20, 16, 48, 35, 12, 24, 23, 25, 22, 22, 16, 18, 14, 6, 13, 34, 13, 21, 3, 4, 4, 13, 1, 18, 9, 5, 4, 7, 3, 8, 5, 1, 4, 2, 3, 4, 4, 1, 6, 1, 5, 7, 4, 2, 3, 1, 1, 3, 1, 4, 1, 1, 3, 3, 1, 2, 0, 2, 2, 0, 0, 0, 0, 0, 1, 0, 2, 2, 1, 1, 0, 5, 3, 0, 1, 3, 0, 6, 2, 0, 0, 1, 0, 3, 1, 0, 1, 2, 1, 1, 0, 2, 1, 7, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 5, 1, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 3, 1, 3, 2, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 
n, ep_2, 178, 86, 57, 43, 9, 35, 27, 56, 29, 28, 25, 36, 30, 26, 27, 23, 11, 12, 8, 15, 37, 25, 12, 7, 11, 6, 4, 5, 14, 9, 14, 10, 7, 5, 5, 5, 1, 6, 4, 7, 11, 3, 5, 4, 6, 9, 2, 9, 2, 0, 5, 2, 2, 3, 2, 4, 4, 3, 10, 4, 5, 0, 2, 3, 2, 0, 2, 1, 2, 1, 3, 1, 4, 4, 1, 3, 1, 1, 2, 0, 1, 0, 1, 1, 1, 1, 3, 0, 4, 1, 0, 0, 1, 7, 5, 3, 0, 4, 1, 0, 7, 1, 1, 1, 1, 5, 1, 3, 4, 3, 2, 3, 2, 0, 0, 0, 0, 1, 1, 3, 0, 1, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 2, 1, 0, 2, 1, 0, 0, 0, 0, 
n, ep_3, 174, 117, 62, 46, 27, 32, 14, 36, 26, 13, 27, 32, 29, 22, 13, 16, 23, 17, 8, 17, 30, 15, 7, 5, 8, 2, 7, 9, 13, 7, 3, 4, 8, 7, 7, 8, 4, 4, 4, 5, 1, 2, 1, 6, 6, 3, 0, 16, 4, 4, 2, 0, 0, 2, 3, 2, 2, 1, 1, 2, 4, 0, 0, 1, 0, 2, 0, 3, 0, 1, 2, 6, 1, 1, 2, 2, 8, 0, 1, 1, 2, 0, 1, 2, 3, 1, 1, 0, 6, 4, 0, 2, 0, 2, 5, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 2, 1, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 1, 0, 0, 0, 2, 0, 2, 0, 0, 
n, ep_4, 193, 80, 57, 44, 24, 29, 17, 33, 20, 14, 26, 19, 39, 32, 18, 21, 20, 21, 6, 21, 44, 29, 16, 5, 11, 3, 11, 6, 16, 10, 9, 5, 3, 3, 0, 13, 2, 6, 2, 2, 5, 2, 5, 2, 5, 4, 4, 8, 4, 1, 12, 0, 3, 0, 3, 2, 6, 2, 6, 3, 6, 1, 2, 1, 1, 3, 2, 0, 5, 4, 2, 1, 0, 4, 1, 1, 3, 2, 1, 0, 4, 1, 2, 2, 0, 0, 0, 0, 1, 5, 0, 3, 3, 0, 2, 0, 0, 2, 2, 1, 8, 1, 0, 3, 0, 1, 0, 1, 3, 0, 0, 1, 2, 2, 3, 0, 1, 0, 0, 2, 0, 0, 2, 2, 0, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 1, 2, 0, 0, 2, 1, 
n, ep_5, 180, 76, 70, 49, 23, 30, 19, 28, 39, 15, 29, 43, 32, 17, 18, 24, 18, 18, 7, 9, 26, 31, 20, 12, 4, 2, 6, 7, 19, 23, 7, 8, 5, 3, 4, 8, 3, 3, 2, 3, 6, 2, 5, 7, 6, 5, 8, 9, 6, 4, 4, 0, 3, 1, 0, 0, 3, 1, 2, 7, 6, 1, 2, 1, 2, 2, 1, 0, 0, 3, 1, 2, 2, 4, 3, 0, 3, 1, 2, 1, 2, 3, 3, 2, 6, 0, 3, 0, 7, 4, 0, 0, 4, 0, 1, 3, 2, 2, 4, 1, 6, 1, 0, 2, 4, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 4, 0, 0, 0, 0, 3, 0, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 
n, ep_6, 170, 87, 66, 73, 30, 30, 27, 76, 33, 15, 23, 22, 36, 16, 18, 17, 7, 28, 8, 23, 46, 25, 15, 9, 6, 3, 11, 20, 24, 8, 4, 2, 7, 1, 1, 14, 3, 3, 0, 4, 6, 2, 6, 4, 2, 5, 4, 8, 4, 2, 4, 0, 1, 3, 0, 9, 1, 4, 4, 4, 3, 1, 1, 0, 2, 2, 0, 3, 1, 3, 1, 1, 1, 4, 1, 5, 4, 1, 6, 1, 6, 0, 3, 2, 3, 0, 0, 0, 7, 1, 1, 3, 1, 1, 4, 0, 1, 1, 3, 1, 4, 2, 0, 1, 3, 4, 1, 1, 2, 2, 0, 4, 2, 0, 0, 0, 0, 1, 0, 2, 0, 1, 4, 0, 1, 1, 3, 1, 0, 1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 2, 0, 1, 
n, ep_7, 159, 100, 73, 62, 18, 25, 11, 49, 34, 21, 35, 36, 28, 14, 22, 13, 19, 27, 6, 10, 43, 21, 10, 16, 16, 4, 6, 13, 20, 17, 6, 6, 2, 3, 4, 8, 2, 7, 1, 5, 7, 5, 9, 5, 0, 3, 2, 3, 7, 7, 17, 0, 0, 2, 1, 2, 6, 6, 6, 5, 6, 0, 0, 1, 1, 4, 0, 2, 1, 2, 2, 1, 1, 1, 0, 2, 0, 0, 1, 1, 3, 0, 3, 3, 3, 0, 1, 0, 3, 4, 1, 5, 5, 1, 1, 0, 2, 1, 1, 2, 2, 0, 0, 0, 3, 1, 0, 0, 2, 1, 0, 2, 3, 0, 0, 0, 2, 0, 2, 1, 0, 2, 2, 1, 1, 0, 4, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 2, 0, 1, 0, 0, 1, 0, 
n, sm_1, 129, 117, 56, 31, 24, 52, 12, 3, 16, 22, 18, 26, 45, 8, 19, 25, 14, 20, 15, 12, 8, 9, 11, 9, 13, 3, 4, 1, 14, 13, 14, 6, 4, 8, 1, 4, 2, 5, 1, 6, 7, 1, 2, 10, 2, 3, 3, 5, 2, 1, 2, 1, 0, 1, 2, 0, 0, 2, 2, 0, 3, 0, 0, 5, 1, 2, 4, 1, 2, 0, 8, 0, 0, 0, 4, 0, 3, 4, 0, 0, 8, 0, 2, 0, 1, 0, 1, 1, 1, 1, 0, 1, 2, 0, 1, 0, 1, 5, 0, 1, 1, 3, 1, 1, 1, 1, 0, 0, 2, 3, 0, 4, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 
n, sm_2, 155, 72, 85, 41, 27, 35, 9, 4, 19, 18, 13, 33, 38, 4, 24, 34, 17, 19, 13, 9, 6, 16, 20, 24, 26, 5, 6, 7, 11, 12, 2, 16, 3, 3, 2, 3, 2, 4, 2, 4, 7, 2, 4, 3, 5, 1, 10, 6, 9, 1, 0, 1, 5, 0, 4, 2, 1, 1, 3, 3, 2, 0, 0, 2, 0, 3, 2, 4, 0, 1, 2, 2, 1, 1, 0, 1, 4, 0, 0, 1, 5, 0, 2, 1, 1, 1, 0, 0, 2, 5, 0, 0, 4, 3, 3, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 5, 2, 0, 3, 0, 0, 1, 0, 0, 1, 3, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 0, 0, 0, 0, 
n, sm_3, 162, 67, 91, 54, 25, 37, 15, 18, 20, 17, 18, 47, 27, 21, 20, 22, 14, 15, 12, 12, 20, 27, 12, 12, 11, 4, 5, 7, 9, 20, 8, 15, 3, 13, 6, 7, 0, 2, 0, 9, 10, 3, 7, 8, 6, 0, 5, 1, 4, 5, 4, 0, 4, 3, 4, 1, 0, 1, 2, 3, 1, 1, 0, 2, 0, 3, 1, 2, 0, 0, 3, 2, 1, 1, 2, 0, 1, 0, 3, 1, 10, 0, 2, 2, 3, 4, 3, 0, 2, 4, 1, 1, 1, 5, 1, 0, 2, 0, 1, 0, 1, 1, 0, 0, 1, 2, 0, 2, 1, 0, 0, 1, 1, 1, 1, 1, 3, 2, 0, 3, 0, 0, 0, 2, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 4, 0, 2, 0, 0, 
n, sm_4, 163, 96, 87, 34, 28, 45, 15, 4, 16, 25, 39, 41, 33, 10, 13, 12, 15, 13, 10, 18, 12, 21, 13, 8, 6, 4, 13, 10, 13, 10, 3, 12, 9, 12, 0, 4, 5, 1, 2, 5, 7, 6, 2, 3, 2, 2, 7, 3, 3, 2, 7, 2, 2, 1, 4, 0, 1, 2, 2, 1, 1, 0, 0, 1, 0, 3, 1, 1, 0, 0, 1, 2, 0, 0, 2, 3, 1, 0, 0, 5, 6, 0, 3, 3, 1, 1, 1, 0, 1, 3, 0, 4, 1, 3, 1, 0, 2, 3, 1, 1, 3, 1, 1, 0, 1, 0, 1, 4, 6, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
n, sm_5, 140, 96, 60, 43, 27, 34, 12, 9, 19, 55, 17, 35, 37, 7, 26, 15, 21, 13, 19, 5, 11, 31, 5, 16, 9, 3, 7, 0, 9, 9, 8, 5, 0, 20, 2, 6, 5, 5, 4, 7, 8, 11, 9, 8, 6, 1, 2, 6, 8, 11, 2, 0, 3, 1, 3, 1, 0, 1, 2, 1, 2, 4, 3, 4, 1, 2, 2, 3, 0, 1, 0, 1, 1, 2, 5, 0, 0, 0, 2, 3, 6, 0, 4, 0, 4, 0, 0, 1, 1, 1, 3, 0, 3, 7, 1, 0, 0, 1, 2, 0, 2, 3, 0, 0, 2, 0, 1, 1, 4, 1, 1, 3, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 3, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 
n, sm_6, 159, 116, 55, 32, 21, 30, 25, 17, 19, 41, 23, 42, 31, 19, 29, 33, 18, 16, 6, 15, 11, 15, 4, 11, 15, 1, 14, 1, 12, 7, 4, 4, 2, 7, 9, 1, 1, 7, 4, 7, 11, 13, 6, 4, 2, 1, 2, 1, 6, 1, 0, 0, 4, 1, 1, 0, 3, 0, 5, 1, 1, 1, 1, 2, 2, 2, 0, 0, 2, 0, 0, 1, 3, 0, 2, 1, 0, 0, 0, 4, 1, 0, 4, 1, 2, 2, 2, 1, 1, 5, 1, 0, 1, 0, 1, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 3, 2, 1, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 4, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 
n, sm_7, 153, 90, 41, 44, 26, 31, 12, 10, 20, 21, 14, 34, 29, 11, 22, 20, 15, 13, 10, 17, 5, 19, 12, 11, 3, 7, 5, 2, 5, 8, 3, 7, 7, 2, 7, 9, 4, 4, 3, 9, 6, 1, 5, 3, 1, 2, 1, 5, 1, 2, 5, 0, 1, 2, 1, 0, 1, 2, 7, 1, 0, 7, 0, 4, 1, 5, 3, 1, 1, 1, 3, 1, 0, 1, 1, 1, 4, 3, 1, 4, 3, 0, 2, 2, 1, 1, 3, 1, 0, 0, 0, 0, 4, 1, 0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 3, 0, 3, 1, 0, 0, 2, 5, 2, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0, 
n, sm_8, 126, 85, 37, 31, 21, 31, 20, 6, 18, 21, 16, 46, 30, 6, 20, 16, 20, 13, 10, 8, 3, 22, 15, 1, 7, 22, 4, 5, 11, 13, 3, 7, 1, 1, 0, 5, 3, 2, 1, 9, 11, 3, 2, 2, 4, 5, 5, 2, 2, 4, 2, 0, 3, 2, 3, 0, 0, 3, 6, 3, 1, 2, 2, 0, 0, 2, 1, 1, 1, 0, 4, 0, 1, 1, 1, 2, 1, 0, 0, 4, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 6, 0, 0, 2, 1, 2, 2, 0, 0, 1, 0, 0, 1, 0, 0, 4, 5, 2, 1, 1, 0, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 
n, sm_9, 154, 65, 67, 46, 41, 35, 18, 8, 24, 6, 25, 24, 19, 9, 20, 27, 17, 18, 15, 7, 5, 13, 21, 14, 10, 11, 7, 17, 23, 2, 7, 11, 6, 0, 13, 7, 5, 4, 6, 3, 9, 7, 8, 5, 4, 0, 13, 3, 3, 7, 3, 0, 3, 3, 7, 0, 0, 2, 3, 1, 4, 0, 3, 2, 0, 6, 1, 5, 0, 1, 3, 0, 3, 1, 2, 0, 10, 4, 0, 1, 6, 1, 2, 1, 2, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 3, 1, 2, 0, 1, 0, 1, 0, 0, 4, 1, 4, 0, 1, 0, 0, 1, 3, 0, 0, 1, 2, 3, 0, 2, 0, 2, 0, 0, 0, 2, 4, 0, 1, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 1, 2, 0, 1, 2, 1, 1, 2, 0, 
n, sm_10, 159, 64, 56, 44, 28, 42, 22, 9, 24, 29, 18, 13, 30, 7, 14, 27, 11, 12, 7, 12, 1, 14, 2, 4, 9, 11, 12, 6, 21, 8, 3, 3, 3, 2, 5, 8, 4, 4, 2, 4, 10, 0, 2, 10, 3, 6, 3, 4, 3, 2, 4, 0, 2, 0, 3, 1, 1, 1, 5, 2, 0, 0, 0, 5, 0, 4, 1, 0, 3, 0, 1, 4, 3, 0, 0, 1, 2, 1, 1, 3, 9, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 4, 1, 1, 0, 1, 0, 2, 0, 0, 0, 0, 4, 0, 1, 7, 1, 0, 1, 7, 0, 0, 4, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 1, 
n, sm_11, 137, 106, 55, 49, 30, 44, 5, 7, 31, 29, 18, 31, 36, 10, 13, 18, 18, 19, 12, 26, 6, 25, 9, 10, 5, 6, 9, 6, 9, 7, 9, 11, 2, 6, 0, 5, 7, 7, 3, 9, 13, 9, 3, 9, 5, 4, 3, 4, 9, 1, 0, 1, 2, 1, 3, 1, 2, 2, 3, 3, 0, 2, 0, 1, 0, 7, 1, 0, 1, 0, 3, 0, 2, 0, 1, 0, 1, 2, 0, 2, 0, 0, 6, 1, 1, 3, 0, 0, 2, 2, 0, 1, 1, 1, 4, 1, 0, 0, 3, 0, 1, 0, 1, 0, 2, 0, 2, 2, 0, 2, 0, 6, 1, 0, 2, 0, 0, 1, 2, 1, 0, 2, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 
